Inventory_ID,Warehouse_ID,Product_ID,Current_Stock,Reserved_Stock,Safety_Stock,Last_Restock_Date
INV3813,WH007,PROD0391,205,32,134,2026-07-15
INV3814,WH016,PROD0404,69,5,39,2026-05-19
INV3815,WH019,PROD0377,530,146,93,2026-07-20
INV3816,WH027,PROD0385,644,77,31,2026-06-18
INV3817,WH005,PROD0441,159,32,19,2026-05-30
INV3818,WH012,PROD0389,134,51,25,2026-04-28
INV3819,WH048,PROD0382,98,28,29,2026-06-07
INV3820,WH050,PROD0277,157,24,14,2026-06-01
INV3821,WH024,PROD0071,1442,300,493,2026-07-26
INV3822,WH021,PROD0443,96,36,35,2026-04-26
INV3823,WH026,PROD0099,147,49,39,2026-07-02
INV3824,WH011,PROD0493,1403,499,446,2026-07-20
INV3825,WH006,PROD0194,38,7,38,2026-04-08
INV3826,WH045,PROD0262,171,64,29,2026-04-19
INV3827,WH027,PROD0371,56,12,18,2026-04-13
INV3828,WH036,PROD0177,176,43,22,2026-05-03
INV3829,WH045,PROD0095,523,130,97,2026-07-16
INV3830,WH037,PROD0488,81,30,10,2026-06-10
INV3831,WH049,PROD0438,501,67,53,2026-06-30
INV3832,WH047,PROD0049,613,103,76,2026-07-05
INV3833,WH035,PROD0314,52,18,25,2026-04-25
INV3834,WH016,PROD0044,367,24,128,2026-07-22
INV3835,WH026,PROD0116,17,3,17,2026-06-12
INV3836,WH013,PROD0168,783,123,68,2026-07-22
INV3837,WH025,PROD0185,123,41,11,2026-05-09
INV3838,WH046,PROD0224,177,20,13,2026-06-21
INV3839,WH034,PROD0214,54,19,39,2026-05-11
INV3840,WH019,PROD0492,170,34,18,2026-05-25
INV3841,WH044,PROD0269,147,8,16,2026-06-06
INV3842,WH024,PROD0279,122,31,16,2026-04-27
INV3843,WH019,PROD0203,129,15,18,2026-05-13
INV3844,WH016,PROD0009,1502,129,298,2026-07-31
INV3845,WH026,PROD0496,255,33,95,2026-07-22
INV3846,WH026,PROD0160,501,167,363,2026-07-18
INV3847,WH043,PROD0256,388,105,103,2026-07-17
INV3848,WH016,PROD0131,176,10,19,2026-04-06
INV3849,WH004,PROD0366,186,36,11,2026-05-14
INV3850,WH010,PROD0269,80,12,28,2026-05-23
INV3851,WH041,PROD0170,126,13,29,2026-06-13
INV3852,WH005,PROD0392,36,5,5,2026-04-28
INV3853,WH003,PROD0196,524,161,125,2026-07-20
INV3854,WH012,PROD0444,498,76,144,2026-07-22
INV3855,WH041,PROD0054,123,34,21,2026-04-15
INV3856,WH041,PROD0320,37,13,29,2026-06-15
INV3857,WH002,PROD0214,109,26,36,2026-04-24
INV3858,WH031,PROD0448,326,120,138,2026-07-13
INV3859,WH004,PROD0448,281,29,146,2026-07-05
INV3860,WH013,PROD0178,1389,481,480,2026-07-27
INV3861,WH005,PROD0329,13,3,34,2026-06-11
INV3862,WH011,PROD0125,179,48,6,2026-05-19
INV3863,WH028,PROD0223,2120,507,148,2026-07-27
INV3864,WH015,PROD0337,303,68,129,2026-07-15
INV3865,WH030,PROD0295,424,130,75,2026-07-06
INV3866,WH037,PROD0471,151,47,15,2026-05-26
INV3867,WH011,PROD0003,1036,378,359,2026-07-21
INV3868,WH042,PROD0093,22,7,37,2026-04-18
INV3869,WH009,PROD0057,122,6,30,2026-04-23
INV3870,WH011,PROD0214,165,27,32,2026-06-11
INV3871,WH021,PROD0389,24,9,35,2026-06-03
INV3872,WH048,PROD0471,163,58,9,2026-06-03
INV3873,WH004,PROD0127,186,12,15,2026-05-17
INV3874,WH032,PROD0129,714,232,80,2026-07-13
INV3875,WH015,PROD0259,388,122,67,2026-07-19
INV3876,WH044,PROD0430,69,12,35,2026-04-11
INV3877,WH039,PROD0300,1389,424,179,2026-07-18
INV3878,WH048,PROD0269,14,5,17,2026-06-04
INV3879,WH041,PROD0131,34,6,23,2026-04-22
INV3880,WH009,PROD0303,176,28,7,2026-04-28
INV3881,WH004,PROD0387,79,22,37,2026-04-30
INV3882,WH002,PROD0429,90,8,12,2026-04-22
INV3883,WH032,PROD0088,729,49,130,2026-07-22
INV3884,WH017,PROD0241,156,13,19,2026-04-21
INV3885,WH008,PROD0249,357,21,139,2026-07-22
INV3886,WH033,PROD0353,80,13,38,2026-05-13
INV3887,WH031,PROD0151,384,73,106,2026-06-28
INV3888,WH029,PROD0070,66,20,30,2026-05-15
INV3889,WH007,PROD0076,11,2,40,2026-06-19
INV3890,WH034,PROD0305,1163,120,356,2026-07-21
INV3891,WH009,PROD0405,646,33,116,2026-07-04
INV3892,WH016,PROD0397,103,5,12,2026-05-12
INV3893,WH022,PROD0248,122,35,28,2026-06-16
INV3894,WH036,PROD0149,153,43,8,2026-06-05
INV3895,WH013,PROD0205,581,122,96,2026-07-18
INV3896,WH042,PROD0284,27,3,20,2026-05-20
INV3897,WH018,PROD0081,2410,637,217,2026-07-19
INV3898,WH023,PROD0124,713,220,76,2026-07-14
INV3899,WH026,PROD0022,143,16,39,2026-05-19
INV3900,WH036,PROD0429,129,38,20,2026-05-26
INV3901,WH006,PROD0131,168,35,36,2026-05-25
INV3902,WH047,PROD0251,306,107,116,2026-06-24
INV3903,WH049,PROD0302,730,153,35,2026-06-26
INV3904,WH020,PROD0187,1894,412,272,2026-07-22
INV3905,WH040,PROD0198,685,41,499,2026-07-17
INV3906,WH044,PROD0129,121,14,73,2026-06-22
INV3907,WH035,PROD0463,196,45,11,2026-06-26
INV3908,WH019,PROD0415,38,7,36,2026-05-23
INV3909,WH014,PROD0017,131,47,15,2026-06-19
INV3910,WH033,PROD0234,179,51,34,2026-06-24
INV3911,WH037,PROD0302,203,46,79,2026-07-02
INV3912,WH027,PROD0127,88,5,9,2026-06-17
INV3913,WH022,PROD0226,152,57,31,2026-05-06
INV3914,WH010,PROD0198,1642,173,344,2026-07-20
INV3915,WH036,PROD0497,46,15,12,2026-06-11
INV3916,WH040,PROD0329,146,53,37,2026-05-17
INV3917,WH044,PROD0299,165,9,109,2026-06-27
INV3918,WH007,PROD0369,188,75,27,2026-04-07
INV3919,WH024,PROD0099,129,38,19,2026-06-25
INV3920,WH008,PROD0272,92,17,28,2026-04-21
INV3921,WH032,PROD0421,226,31,85,2026-07-06
INV3922,WH007,PROD0139,88,6,5,2026-07-02
INV3923,WH003,PROD0402,123,8,28,2026-05-11
INV3924,WH047,PROD0217,419,86,129,2026-07-20
INV3925,WH032,PROD0082,1983,211,368,2026-07-20
INV3926,WH033,PROD0339,438,45,125,2026-07-03
INV3927,WH048,PROD0137,76,25,36,2026-04-20
INV3928,WH024,PROD0059,757,220,147,2026-06-22
INV3929,WH027,PROD0324,1617,495,241,2026-07-24
INV3930,WH030,PROD0429,153,33,20,2026-04-08
INV3931,WH045,PROD0166,58,16,14,2026-05-18
INV3932,WH028,PROD0355,136,33,34,2026-06-17
INV3933,WH026,PROD0002,172,26,11,2026-05-03
INV3934,WH002,PROD0132,550,100,180,2026-07-26
INV3935,WH003,PROD0151,223,43,55,2026-07-16
INV3936,WH032,PROD0239,1840,148,48,2026-06-22
INV3937,WH010,PROD0452,124,25,34,2026-06-19
INV3938,WH021,PROD0005,1981,222,489,2026-07-27
INV3939,WH011,PROD0292,396,48,452,2026-07-27
INV3940,WH007,PROD0250,516,50,89,2026-06-27
INV3941,WH029,PROD0018,247,39,124,2026-06-30
INV3942,WH026,PROD0328,69,15,9,2026-05-23
INV3943,WH018,PROD0454,2276,447,164,2026-07-26
INV3944,WH025,PROD0414,129,50,37,2026-06-12
INV3945,WH014,PROD0224,168,49,6,2026-05-13
INV3946,WH046,PROD0408,459,86,34,2026-07-11
INV3947,WH017,PROD0016,2230,786,215,2026-07-30
INV3948,WH050,PROD0345,24,4,32,2026-05-14
INV3949,WH021,PROD0147,177,23,5,2026-05-22
INV3950,WH041,PROD0498,766,148,454,2026-07-18
INV3951,WH015,PROD0360,52,19,37,2026-05-08
INV3952,WH043,PROD0007,103,13,40,2026-06-24
INV3953,WH022,PROD0232,67,8,16,2026-06-18
INV3954,WH029,PROD0439,152,23,40,2026-05-14
INV3955,WH024,PROD0069,114,10,12,2026-05-23
INV3956,WH048,PROD0179,180,9,28,2026-04-30
INV3957,WH011,PROD0319,1829,346,118,2026-07-23
INV3958,WH018,PROD0149,33,5,13,2026-06-08
INV3959,WH038,PROD0429,188,37,39,2026-04-18
INV3960,WH021,PROD0288,1926,685,405,2026-07-29
INV3961,WH003,PROD0197,1066,182,271,2026-07-21
INV3962,WH031,PROD0410,2129,162,455,2026-07-26
INV3963,WH031,PROD0450,143,23,21,2026-04-18
INV3964,WH012,PROD0233,302,100,64,2026-07-06
INV3965,WH042,PROD0011,181,71,9,2026-04-14
INV3966,WH011,PROD0058,302,59,150,2026-07-05
INV3967,WH018,PROD0350,1842,187,139,2026-07-26
INV3968,WH028,PROD0395,95,31,20,2026-06-13
INV3969,WH044,PROD0405,367,23,145,2026-06-24
INV3970,WH034,PROD0354,742,224,185,2026-07-22
INV3971,WH036,PROD0275,1416,487,122,2026-07-19
INV3972,WH016,PROD0230,87,27,40,2026-04-08
INV3973,WH047,PROD0420,197,71,12,2026-06-15
INV3974,WH032,PROD0387,163,49,20,2026-07-01
INV3975,WH002,PROD0166,141,37,39,2026-04-18
INV3976,WH042,PROD0466,140,12,7,2026-04-24
INV3977,WH014,PROD0145,125,30,73,2026-07-20
INV3978,WH045,PROD0370,149,58,73,2026-06-28
INV3979,WH022,PROD0491,2422,678,468,2026-07-18
INV3980,WH038,PROD0303,19,6,16,2026-06-19
INV3981,WH007,PROD0211,189,29,31,2026-04-21
INV3982,WH009,PROD0492,172,63,9,2026-06-12
INV3983,WH028,PROD0493,2135,299,316,2026-07-19
INV3984,WH010,PROD0362,185,43,27,2026-04-21
INV3985,WH004,PROD0235,373,126,109,2026-06-20
INV3986,WH017,PROD0300,1614,559,406,2026-07-30
INV3987,WH001,PROD0126,67,20,10,2026-05-30
INV3988,WH044,PROD0182,607,191,121,2026-07-15
INV3989,WH033,PROD0324,695,104,208,2026-07-31
INV3990,WH023,PROD0435,158,59,68,2026-07-07
INV3991,WH019,PROD0333,35,6,30,2026-05-29
INV3992,WH010,PROD0449,195,63,25,2026-06-08
INV3993,WH015,PROD0012,130,47,14,2026-05-29
INV3994,WH036,PROD0470,135,11,29,2026-05-31
INV3995,WH007,PROD0458,65,14,28,2026-05-17
INV3996,WH026,PROD0061,616,179,125,2026-07-22
INV3997,WH013,PROD0296,1305,505,259,2026-07-17
INV3998,WH024,PROD0139,172,49,22,2026-06-14
INV3999,WH034,PROD0181,154,14,39,2026-04-28
INV4000,WH025,PROD0191,107,19,17,2026-06-10
INV4001,WH027,PROD0415,46,13,34,2026-05-08
INV4002,WH027,PROD0276,341,73,40,2026-07-11
INV4003,WH017,PROD0063,2480,765,205,2026-07-22
INV4004,WH023,PROD0495,447,152,111,2026-06-22
INV4005,WH050,PROD0487,18,6,15,2026-06-15
INV4006,WH030,PROD0255,30,2,6,2026-05-10
INV4007,WH002,PROD0069,108,22,23,2026-05-29
INV4008,WH043,PROD0110,81,12,11,2026-04-11
INV4009,WH005,PROD0016,1188,365,195,2026-07-28
INV4010,WH043,PROD0384,2048,513,339,2026-07-18
INV4011,WH028,PROD0217,755,162,92,2026-07-06
INV4012,WH009,PROD0385,152,11,121,2026-07-16
INV4013,WH019,PROD0001,664,91,59,2026-06-20
INV4014,WH036,PROD0089,110,30,6,2026-06-22
INV4015,WH046,PROD0244,735,202,126,2026-06-30
INV4016,WH048,PROD0478,82,13,14,2026-06-15
INV4017,WH040,PROD0067,44,7,21,2026-06-16
INV4018,WH031,PROD0231,56,7,34,2026-05-05
INV4019,WH022,PROD0025,975,323,154,2026-07-21
INV4020,WH023,PROD0096,681,254,151,2026-07-17
INV4021,WH028,PROD0018,332,38,121,2026-06-28
INV4022,WH026,PROD0365,146,49,36,2026-04-24
INV4023,WH012,PROD0416,364,119,488,2026-07-20
INV4024,WH022,PROD0461,186,33,40,2026-06-01
INV4025,WH039,PROD0160,2131,148,485,2026-07-24
INV4026,WH045,PROD0488,194,49,20,2026-04-06
INV4027,WH042,PROD0328,23,3,14,2026-05-23
INV4028,WH027,PROD0365,180,68,35,2026-04-18
INV4029,WH029,PROD0331,125,40,38,2026-04-08
INV4030,WH049,PROD0292,2416,727,322,2026-07-28
INV4031,WH015,PROD0446,687,221,71,2026-07-04
INV4032,WH038,PROD0070,190,56,9,2026-06-18
INV4033,WH029,PROD0089,68,4,26,2026-04-13
INV4034,WH030,PROD0110,136,26,36,2026-04-20
INV4035,WH013,PROD0259,697,106,78,2026-06-30
INV4036,WH040,PROD0450,136,10,34,2026-04-21
INV4037,WH010,PROD0415,44,10,6,2026-06-27
INV4038,WH002,PROD0404,17,1,11,2026-05-31
INV4039,WH043,PROD0214,162,18,8,2026-05-13
INV4040,WH032,PROD0166,160,22,26,2026-06-19
INV4041,WH049,PROD0390,20,1,30,2026-05-07
INV4042,WH043,PROD0412,13,0,37,2026-07-01
INV4043,WH045,PROD0248,56,15,22,2026-06-12
INV4044,WH044,PROD0461,174,44,23,2026-04-05
INV4045,WH023,PROD0361,775,260,46,2026-07-03
INV4046,WH003,PROD0487,98,9,12,2026-05-05
INV4047,WH048,PROD0170,26,3,16,2026-04-10
INV4048,WH014,PROD0389,70,26,25,2026-06-03
INV4049,WH044,PROD0230,184,37,35,2026-04-30
INV4050,WH047,PROD0403,43,10,29,2026-05-21
INV4051,WH004,PROD0106,180,27,9,2026-07-01
INV4052,WH029,PROD0307,194,41,62,2026-07-22
INV4053,WH041,PROD0459,1046,402,361,2026-07-31
INV4054,WH039,PROD0019,592,236,137,2026-07-06
INV4055,WH046,PROD0212,164,23,36,2026-04-08
INV4056,WH048,PROD0047,570,86,45,2026-07-12
INV4057,WH025,PROD0217,612,198,114,2026-07-07
INV4058,WH023,PROD0388,60,10,29,2026-04-20
INV4059,WH035,PROD0229,488,79,92,2026-07-09
INV4060,WH036,PROD0389,33,7,8,2026-04-09
INV4061,WH039,PROD0153,128,48,29,2026-05-29
INV4062,WH044,PROD0495,173,13,53,2026-06-28
INV4063,WH041,PROD0404,165,31,18,2026-04-09
INV4064,WH007,PROD0395,156,54,30,2026-06-10
INV4065,WH022,PROD0202,188,24,24,2026-05-31
INV4066,WH003,PROD0299,426,79,38,2026-07-01
INV4067,WH014,PROD0009,552,66,433,2026-07-25
INV4068,WH008,PROD0406,23,1,27,2026-04-07
INV4069,WH029,PROD0262,128,43,8,2026-05-25
INV4070,WH006,PROD0105,1790,648,491,2026-07-18
INV4071,WH045,PROD0374,131,25,20,2026-04-16
INV4072,WH031,PROD0473,170,27,15,2026-04-17
INV4073,WH030,PROD0241,188,33,8,2026-05-21
INV4074,WH038,PROD0366,19,7,35,2026-06-21
INV4075,WH039,PROD0197,693,205,266,2026-07-27
INV4076,WH004,PROD0337,230,28,103,2026-07-07
INV4077,WH007,PROD0109,231,57,80,2026-06-20
INV4078,WH017,PROD0216,15,2,15,2026-06-24
INV4079,WH035,PROD0148,29,6,28,2026-04-30
INV4080,WH018,PROD0089,189,57,28,2026-06-24
INV4081,WH027,PROD0386,31,8,35,2026-05-08
INV4082,WH022,PROD0286,163,20,15,2026-06-13
INV4083,WH009,PROD0354,1623,460,384,2026-07-24
INV4084,WH001,PROD0402,180,43,14,2026-06-14
INV4085,WH012,PROD0312,1212,463,220,2026-07-26
INV4086,WH029,PROD0270,2339,711,153,2026-07-26
INV4087,WH039,PROD0333,114,43,24,2026-05-01
INV4088,WH043,PROD0159,198,38,36,2026-05-29
INV4089,WH021,PROD0018,565,205,117,2026-07-13
INV4090,WH023,PROD0372,185,44,8,2026-04-26
INV4091,WH031,PROD0162,512,172,124,2026-07-03
INV4092,WH049,PROD0014,793,70,73,2026-06-18
INV4093,WH034,PROD0006,745,273,100,2026-07-23
INV4094,WH044,PROD0422,117,25,36,2026-04-17
INV4095,WH017,PROD0256,545,112,40,2026-07-09
INV4096,WH028,PROD0193,59,9,29,2026-04-12
INV4097,WH015,PROD0120,407,83,134,2026-06-24
INV4098,WH027,PROD0499,1237,311,201,2026-07-24
INV4099,WH010,PROD0407,540,121,147,2026-07-12
INV4100,WH005,PROD0177,10,2,16,2026-06-05
INV4101,WH041,PROD0256,350,23,66,2026-07-02
INV4102,WH008,PROD0308,588,30,5,2026-05-23
INV4103,WH040,PROD0245,756,81,102,2026-06-25
INV4104,WH023,PROD0487,160,21,36,2026-05-06
INV4105,WH025,PROD0009,2481,936,484,2026-07-20
INV4106,WH039,PROD0286,33,7,33,2026-05-25
INV4107,WH025,PROD0224,103,21,18,2026-04-15
INV4108,WH023,PROD0269,125,38,24,2026-04-29
INV4109,WH023,PROD0463,177,16,28,2026-05-06
INV4110,WH041,PROD0314,147,20,21,2026-05-30
INV4111,WH039,PROD0478,109,14,9,2026-05-08
INV4112,WH012,PROD0174,2261,490,228,2026-07-24
INV4113,WH029,PROD0328,50,6,10,2026-06-14
INV4114,WH030,PROD0228,104,33,29,2026-06-23
INV4115,WH006,PROD0476,2426,438,340,2026-07-26
INV4116,WH043,PROD0276,326,109,46,2026-07-11
INV4117,WH004,PROD0166,160,24,5,2026-05-23
INV4118,WH029,PROD0118,488,86,71,2026-06-17
INV4119,WH047,PROD0291,575,84,392,2026-07-28
INV4120,WH019,PROD0210,228,19,140,2026-06-22
INV4121,WH040,PROD0120,352,113,150,2026-07-19
INV4122,WH022,PROD0122,61,21,28,2026-06-08
INV4123,WH038,PROD0344,148,27,6,2026-04-20
INV4124,WH033,PROD0096,791,293,404,2026-07-25
INV4125,WH036,PROD0251,744,168,71,2026-06-22
INV4126,WH010,PROD0399,189,40,35,2026-06-08
INV4127,WH038,PROD0478,130,32,34,2026-06-04
INV4128,WH028,PROD0433,108,26,31,2026-06-29
INV4129,WH032,PROD0258,93,30,26,2026-07-01
INV4130,WH044,PROD0330,84,23,22,2026-05-17
INV4131,WH009,PROD0308,112,40,15,2026-04-15
INV4132,WH050,PROD0380,127,7,117,2026-07-17
INV4133,WH015,PROD0364,286,54,118,2026-07-13
INV4134,WH034,PROD0082,1715,228,248,2026-07-25
INV4135,WH020,PROD0344,30,6,27,2026-05-09
INV4136,WH029,PROD0164,62,6,40,2026-05-07
INV4137,WH021,PROD0284,33,9,40,2026-05-05
INV4138,WH043,PROD0257,87,14,5,2026-04-30
INV4139,WH001,PROD0187,1101,185,479,2026-07-25
INV4140,WH010,PROD0224,143,54,18,2026-04-14
INV4141,WH045,PROD0499,398,130,278,2026-07-30
INV4142,WH027,PROD0311,116,8,33,2026-06-09
INV4143,WH007,PROD0163,109,26,40,2026-06-01
INV4144,WH012,PROD0248,143,29,26,2026-06-04
INV4145,WH036,PROD0395,49,19,12,2026-05-27
INV4146,WH011,PROD0159,31,2,19,2026-05-03
INV4147,WH028,PROD0353,59,10,7,2026-04-26
INV4148,WH027,PROD0287,76,29,37,2026-06-06
INV4149,WH049,PROD0265,806,85,316,2026-07-24
INV4150,WH028,PROD0173,180,67,31,2026-06-27
INV4151,WH024,PROD0479,458,94,102,2026-06-30
INV4152,WH049,PROD0405,434,144,67,2026-07-16
INV4153,WH048,PROD0388,173,63,33,2026-05-02
INV4154,WH001,PROD0151,140,40,52,2026-07-01
INV4155,WH035,PROD0334,2356,139,380,2026-07-30
INV4156,WH021,PROD0413,433,44,97,2026-06-24
INV4157,WH033,PROD0150,102,10,35,2026-04-13
INV4158,WH010,PROD0148,39,3,6,2026-05-27
INV4159,WH030,PROD0377,410,37,104,2026-07-07
INV4160,WH034,PROD0344,40,13,32,2026-04-06
INV4161,WH041,PROD0188,171,13,29,2026-05-08
INV4162,WH002,PROD0361,382,25,86,2026-06-30
INV4163,WH036,PROD0155,18,1,40,2026-04-18
INV4164,WH044,PROD0020,176,46,29,2026-05-24
INV4165,WH016,PROD0171,547,168,113,2026-06-30
INV4166,WH033,PROD0485,20,3,19,2026-04-10
INV4167,WH026,PROD0150,134,20,13,2026-06-11
INV4168,WH048,PROD0050,596,181,34,2026-06-19
INV4169,WH005,PROD0401,1515,173,429,2026-07-21
INV4170,WH041,PROD0447,1966,268,305,2026-07-20
INV4171,WH050,PROD0021,196,34,7,2026-05-30
INV4172,WH046,PROD0281,118,41,64,2026-06-17
INV4173,WH032,PROD0324,978,152,261,2026-07-30
INV4174,WH025,PROD0057,199,49,33,2026-06-26
INV4175,WH029,PROD0108,28,10,36,2026-07-01
INV4176,WH008,PROD0455,111,40,31,2026-04-25
INV4177,WH002,PROD0118,741,135,99,2026-07-04
INV4178,WH012,PROD0282,198,16,76,2026-07-19
INV4179,WH017,PROD0475,114,20,29,2026-06-13
INV4180,WH010,PROD0444,457,40,58,2026-06-26
INV4181,WH038,PROD0257,125,39,30,2026-06-10
INV4182,WH049,PROD0484,698,228,75,2026-06-21
INV4183,WH020,PROD0251,386,94,76,2026-07-20
INV4184,WH042,PROD0259,731,67,130,2026-06-24
INV4185,WH042,PROD0113,666,213,488,2026-07-26
INV4186,WH028,PROD0019,384,145,52,2026-06-28
INV4187,WH017,PROD0428,358,130,87,2026-07-17
INV4188,WH017,PROD0135,36,7,28,2026-06-09
INV4189,WH023,PROD0350,2348,235,478,2026-07-21
INV4190,WH027,PROD0379,710,99,66,2026-06-29
INV4191,WH037,PROD0409,217,81,136,2026-07-08
INV4192,WH036,PROD0023,75,25,37,2026-05-01
INV4193,WH039,PROD0097,660,135,133,2026-07-10
INV4194,WH021,PROD0377,268,90,69,2026-07-11
INV4195,WH001,PROD0361,597,94,66,2026-07-15
INV4196,WH049,PROD0458,79,15,5,2026-06-11
INV4197,WH023,PROD0098,82,14,14,2026-05-22
INV4198,WH036,PROD0102,46,15,32,2026-06-13
INV4199,WH017,PROD0481,803,137,452,2026-07-26
INV4200,WH023,PROD0140,43,15,28,2026-06-14
INV4201,WH035,PROD0258,173,63,8,2026-04-28
INV4202,WH012,PROD0357,113,24,86,2026-07-12
INV4203,WH013,PROD0106,88,24,7,2026-04-05
INV4204,WH014,PROD0251,642,196,149,2026-07-16
INV4205,WH027,PROD0241,50,6,33,2026-06-01
INV4206,WH009,PROD0230,124,18,32,2026-05-07
INV4207,WH022,PROD0467,618,216,131,2026-06-20
INV4208,WH019,PROD0391,494,135,98,2026-06-24
INV4209,WH019,PROD0299,254,36,103,2026-07-04
INV4210,WH005,PROD0104,116,31,36,2026-05-19
INV4211,WH033,PROD0134,191,31,5,2026-04-06
INV4212,WH028,PROD0460,122,38,37,2026-06-06
INV4213,WH005,PROD0204,41,8,18,2026-06-19
INV4214,WH014,PROD0284,184,21,39,2026-06-04
INV4215,WH021,PROD0408,780,178,150,2026-07-16
INV4216,WH026,PROD0144,653,68,134,2026-07-22
INV4217,WH035,PROD0030,222,50,141,2026-07-08
INV4218,WH048,PROD0469,729,280,112,2026-06-29
INV4219,WH023,PROD0142,181,39,20,2026-04-21
INV4220,WH016,PROD0134,32,10,25,2026-04-19
INV4221,WH025,PROD0397,119,23,5,2026-04-29
INV4222,WH046,PROD0195,461,87,37,2026-07-04
INV4223,WH027,PROD0468,768,121,52,2026-07-13
INV4224,WH036,PROD0328,164,61,13,2026-06-14
INV4225,WH007,PROD0327,663,234,119,2026-07-13
INV4226,WH042,PROD0051,1302,500,272,2026-07-31
INV4227,WH004,PROD0272,84,13,7,2026-06-23
INV4228,WH040,PROD0456,695,130,93,2026-07-21
INV4229,WH003,PROD0289,166,28,35,2026-04-11
INV4230,WH028,PROD0272,111,7,31,2026-05-16
INV4231,WH027,PROD0283,33,12,30,2026-04-22
INV4232,WH011,PROD0059,397,152,35,2026-06-24
INV4233,WH013,PROD0028,638,50,117,2026-06-23
INV4234,WH013,PROD0297,14,0,17,2026-04-14
INV4235,WH010,PROD0014,153,17,73,2026-06-27
INV4236,WH041,PROD0091,1465,336,352,2026-07-27
INV4237,WH042,PROD0230,169,58,38,2026-04-25
INV4238,WH005,PROD0119,989,233,336,2026-07-28
INV4239,WH012,PROD0079,710,78,130,2026-07-09
INV4240,WH043,PROD0348,1015,141,494,2026-07-26
INV4241,WH044,PROD0128,663,146,117,2026-07-04
INV4242,WH019,PROD0121,649,123,359,2026-07-23
INV4243,WH039,PROD0138,126,8,39,2026-06-26
INV4244,WH048,PROD0139,119,23,18,2026-05-12
INV4245,WH034,PROD0124,589,103,137,2026-06-30
INV4246,WH024,PROD0332,14,3,22,2026-05-20
INV4247,WH024,PROD0020,13,5,36,2026-05-04
INV4248,WH013,PROD0060,123,33,14,2026-06-20
INV4249,WH015,PROD0393,471,23,105,2026-06-20
INV4250,WH016,PROD0057,105,20,31,2026-04-19
INV4251,WH020,PROD0208,426,113,146,2026-07-17
INV4252,WH014,PROD0168,290,31,30,2026-06-25
INV4253,WH025,PROD0028,680,269,56,2026-07-18
INV4254,WH009,PROD0390,108,14,30,2026-06-03
INV4255,WH019,PROD0027,662,57,49,2026-07-10
INV4256,WH006,PROD0354,2138,701,161,2026-07-22
INV4257,WH030,PROD0472,199,33,21,2026-06-27
INV4258,WH043,PROD0327,686,167,76,2026-07-21
INV4259,WH046,PROD0006,323,53,487,2026-07-18
INV4260,WH023,PROD0081,2008,520,215,2026-07-26
INV4261,WH028,PROD0123,102,9,16,2026-05-30
INV4262,WH002,PROD0077,290,94,133,2026-06-19
INV4263,WH007,PROD0028,506,156,83,2026-07-02
INV4264,WH019,PROD0298,52,18,17,2026-05-17
INV4265,WH019,PROD0042,780,139,68,2026-07-20
INV4266,WH022,PROD0099,48,16,13,2026-04-30
INV4267,WH032,PROD0356,183,34,27,2026-06-12
INV4268,WH034,PROD0238,143,47,38,2026-04-17
INV4269,WH047,PROD0284,73,28,11,2026-05-02
INV4270,WH008,PROD0048,27,8,21,2026-06-12
INV4271,WH019,PROD0360,138,49,24,2026-05-17
INV4272,WH029,PROD0112,29,2,18,2026-05-07
INV4273,WH046,PROD0136,678,252,393,2026-07-17
INV4274,WH026,PROD0306,92,25,24,2026-05-23
INV4275,WH031,PROD0380,105,5,54,2026-07-06
INV4276,WH006,PROD0478,136,28,30,2026-06-21
INV4277,WH014,PROD0333,19,5,12,2026-06-19
INV4278,WH035,PROD0114,192,52,115,2026-06-19
INV4279,WH030,PROD0084,130,50,150,2026-07-07
INV4280,WH025,PROD0184,118,7,21,2026-07-01
INV4281,WH043,PROD0397,176,61,25,2026-05-26
INV4282,WH046,PROD0458,122,42,40,2026-06-13
INV4283,WH027,PROD0446,386,122,56,2026-07-05
INV4284,WH005,PROD0429,41,6,21,2026-05-03
INV4285,WH026,PROD0483,2087,768,173,2026-07-27
INV4286,WH009,PROD0118,163,59,112,2026-06-25
INV4287,WH005,PROD0408,181,25,84,2026-06-20
INV4288,WH034,PROD0414,162,43,27,2026-06-20
INV4289,WH018,PROD0471,186,30,32,2026-05-13
INV4290,WH049,PROD0254,83,13,32,2026-05-31
INV4291,WH015,PROD0051,2074,299,485,2026-07-18
INV4292,WH001,PROD0221,134,36,129,2026-07-02
INV4293,WH007,PROD0354,1173,326,343,2026-07-17
INV4294,WH042,PROD0346,84,22,32,2026-06-02
INV4295,WH001,PROD0485,137,47,39,2026-04-17
INV4296,WH031,PROD0275,2054,594,395,2026-07-18
INV4297,WH048,PROD0193,23,7,12,2026-04-22
INV4298,WH001,PROD0141,209,56,119,2026-07-02
INV4299,WH041,PROD0146,600,80,69,2026-06-21
INV4300,WH015,PROD0191,177,35,35,2026-06-01
INV4301,WH003,PROD0049,780,249,84,2026-06-20
INV4302,WH024,PROD0429,71,23,9,2026-04-08
INV4303,WH021,PROD0025,1340,331,102,2026-07-19
INV4304,WH006,PROD0467,218,58,96,2026-07-02
INV4305,WH045,PROD0230,78,13,6,2026-04-14
INV4306,WH021,PROD0371,178,46,27,2026-06-28
INV4307,WH033,PROD0035,145,44,22,2026-05-06
