Purchase_Order_ID,Order_Date,Supplier_ID,Product_ID,Warehouse_ID,Order_Quantity,Unit_Cost,Expected_Delivery_Date,Actual_Delivery_Date,Defective_Quantity,Transportation_Mode,Freight_Cost,Payment_Terms,Payment_Method
PO031645,2025-08-25,SUP0087,PROD0005,WH033,1597,512.88,2025-08-30,2025-08-29,48,Road,,Net 45,NEFT
PO031646,2024-08-27,SUP0116,PROD0090,WH022,1396,1826.03,2024-09-01,2024-09-01,8,Road,15702.27,Net 90,NEFT
PO031647,2025-06-15,SUP0071,PROD0206,WH043,126,54176.18,2025-06-20,2025-06-20,1,Road,2726.82,Advance Payment,Cheque
PO031648,2026-01-03,SUP0046,PROD0349,WH026,1362,2213.71,2026-01-08,2026-01-08,26,Road,1404.82,Net 30,Bank Transfer
PO031649,2026-02-23,SUP0090,PROD0323,WH036,102,3299.52,2026-02-28,2026-03-03,2,Road,668.84,Net 90,Bank Transfer
PO031650,2025-01-06,SUP0065,PROD0334,WH048,659,815.68,2025-01-11,2025-01-18,14,Road,1008.48,Net 60,Bank Transfer
PO031651,2024-06-20,SUP0028,PROD0444,WH002,344,1651.23,2024-06-25,2024-06-22,0,Road,1138.56,Net 60,Bank Transfer
PO031652,2024-09-28,SUP0084,PROD0055,WH032,556,21736.6,2024-10-05,2024-10-05,1,Rail,1716.32,Net 30,Cheque
PO031653,2025-07-23,SUP0041,PROD0262,WH003,28,569.23,2025-07-28,2025-07-28,0,Road,317.01,Net 90,Cheque
PO031654,2025-01-17,SUP0112,PROD0359,WH038,50,4584.16,2025-01-22,2025-01-22,1,Road,959.49,Net 45,NEFT
PO031655,2025-02-08,SUP0023,PROD0319,WH050,577,2290.28,2025-02-13,2025-02-13,22,Road,2263.42,Net 90,RTGS
PO031656,2024-11-04,SUP0032,PROD0221,WH023,391,302.71,2024-11-09,2024-11-09,5,Road,2651.35,Net 30,RTGS
PO031657,2025-08-16,SUP0058,PROD0006,WH050,833,196.86,2025-08-21,2025-08-21,8,Road,1568.26,Advance Payment,Cheque
PO031658,2024-05-17,SUP0102,PROD0028,WH001,114,1141.03,2024-05-22,2024-05-22,2,Road,983.13,Net 90,Cheque
PO031659,2024-05-02,SUP0039,PROD0055,WH005,344,27430.35,2024-05-07,2024-05-07,3,Road,2180.51,Net 90,RTGS
PO031660,2025-05-08,SUP0082,PROD0168,WH044,320,990.9,2025-05-13,2025-05-13,1,Road,1117.15,Net 45,NEFT
PO031661,2024-09-18,SUP0033,PROD0054,WH037,118,2062.69,2024-09-23,2024-09-23,3,Road,891.44,Net 60,Bank Transfer
PO031662,2025-06-12,SUP0058,PROD0208,WH001,1132,448.02,2025-06-17,2025-06-16,24,Road,4704.95,Net 45,Cheque
PO031663,2024-09-24,SUP0089,PROD0082,WH018,304,1083.5,2024-09-26,2024-09-26,3,Air,,Net 30,RTGS
PO031664,2024-10-24,SUP0032,PROD0392,WH005,15,1562.45,2024-10-29,2024-10-29,0,Road,286.41,Advance Payment,Cheque
PO031665,2025-07-25,SUP0112,PROD0440,WH018,983,7936.55,2025-08-01,2025-08-01,23,Rail,26103.76,Net 30,Cheque
PO031666,2025-02-20,SUP0114,PROD0189,WH035,1524,2042.92,2025-02-22,2025-02-21,24,Air,10093.53,Advance Payment,NEFT
PO031667,2024-10-18,SUP0050,PROD0253,WH032,109,3854.02,2024-10-23,2024-10-31,6,Road,737.79,Net 30,RTGS
PO031668,2025-04-22,SUP0051,PROD0482,WH026,836,398.26,2025-04-29,2025-04-29,23,Rail,1944.83,Net 60,Bank Transfer
PO031669,2025-06-18,SUP0092,PROD0268,WH033,112,1495.15,2025-06-25,2025-06-25,1,Rail,835.07,Net 30,NEFT
PO031670,2024-09-01,SUP0077,PROD0499,WH042,412,2981.36,2024-09-15,2024-09-17,17,Sea,1134.02,Net 30,RTGS
PO031671,2025-05-29,SUP0019,PROD0065,WH024,971,3466.74,2025-06-03,2025-06-03,12,Road,3540.04,Net 30,RTGS
PO031672,2025-09-24,SUP0003,PROD0435,WH027,152,178.79,2025-10-08,2025-10-11,3,Sea,888.95,Net 90,Bank Transfer
PO031673,2025-04-01,SUP0116,PROD0246,WH019,392,419.29,2025-04-06,2025-04-03,3,Road,698.83,Net 60,Bank Transfer
PO031674,2025-08-01,SUP0091,PROD0009,WH018,1482,691.11,2025-08-06,2025-08-15,14,Road,7634.17,Net 60,RTGS
PO031675,2026-04-09,SUP0017,PROD0490,WH015,42,548.64,2026-04-16,,1,Rail,466.1,Net 90,RTGS
PO031676,2024-06-22,SUP0043,PROD0486,WH027,1114,2392.97,2024-06-27,2024-06-25,10,Road,8196.77,Net 90,Cheque
PO031677,2024-09-21,SUP0029,PROD0186,WH011,1490,784.25,2024-10-05,2024-10-03,25,Sea,1116.85,Net 60,NEFT
PO031678,2025-08-17,SUP0113,PROD0482,WH024,710,484.98,2025-08-22,2025-08-22,38,Road,2496.63,Advance Payment,Cheque
PO031679,2025-06-17,SUP0108,PROD0065,WH003,1102,2634.84,2025-06-24,2025-06-21,27,Rail,2316.34,Net 60,Cheque
PO031680,2024-03-18,SUP0044,PROD0339,WH039,193,181.26,2024-03-23,2024-03-23,1,Road,2694.88,Net 60,Cheque
PO031681,2025-03-09,SUP0052,PROD0090,WH007,1326,2170.13,2025-03-14,2025-03-14,16,Road,14810.24,Net 30,RTGS
PO031682,2024-12-16,SUP0112,PROD0114,WH012,479,1160.08,2024-12-21,2024-12-21,13,Road,519.94,Advance Payment,NEFT
PO031683,2024-04-21,SUP0097,PROD0392,WH033,11,1937.71,2024-04-26,2024-04-26,0,Road,281.72,Net 60,NEFT
PO031684,2025-01-18,SUP0028,PROD0184,WH022,70,644.59,2025-01-23,2025-01-22,0,Road,957.57,Net 30,NEFT
PO031685,2026-01-07,SUP0084,PROD0003,WH035,327,25.0,2026-01-12,2026-01-12,6,Road,2068.79,Net 30,Cheque
PO031686,2024-02-23,SUP0109,PROD0199,WH014,351,59625.07,2024-02-28,2024-02-28,1,Road,1039.97,Net 90,Bank Transfer
PO031687,2024-02-22,SUP0034,PROD0105,WH026,343,482.04,2024-02-29,2024-02-29,0,Rail,1921.89,Net 30,Bank Transfer
PO031688,2024-09-01,SUP0080,PROD0341,WH019,387,2961.74,2024-09-08,2024-09-06,1,Rail,1716.58,Net 60,NEFT
PO031689,2025-12-27,SUP0103,PROD0090,WH021,609,1852.2,2026-01-01,2026-01-05,17,Road,6851.89,Net 60,Bank Transfer
PO031690,2026-03-11,SUP0054,PROD0425,WH041,92,4598.88,2026-03-16,2026-03-14,3,Road,835.82,Net 45,RTGS
PO031691,2026-01-27,SUP0002,PROD0124,WH045,311,1493.09,2026-02-03,2026-02-03,2,Rail,511.37,Net 90,NEFT
PO031692,2025-11-11,SUP0114,PROD0189,WH031,301,2072.62,2025-11-16,2025-11-16,4,Road,1170.79,Advance Payment,Cheque
PO031693,2026-05-09,SUP0092,PROD0141,WH005,354,3471.79,2026-05-14,2026-05-16,6,Road,2221.88,Net 45,NEFT
PO031694,2026-02-27,SUP0017,PROD0321,WH035,713,6922.68,2026-03-13,,19,Sea,2335.48,Advance Payment,Cheque
PO031695,2025-06-21,SUP0112,PROD0047,WH017,363,1156.43,2025-06-26,,2,Road,5068.12,Advance Payment,Cheque
PO031696,2026-02-16,SUP0084,PROD0237,WH032,483,128.57,2026-02-23,,7,Rail,1995.08,Net 90,RTGS
PO031697,2024-11-15,SUP0018,PROD0162,WH004,60,1166.93,2024-11-17,2024-11-17,2,Air,2742.79,Net 60,NEFT
PO031698,2025-06-18,SUP0117,PROD0446,WH010,373,1125.59,2025-07-02,2025-07-02,6,Sea,538.39,Net 60,NEFT
PO031699,2025-08-01,SUP0028,PROD0034,WH030,808,589.82,2025-08-03,2025-08-03,13,Air,18125.45,Net 60,RTGS
PO031700,2026-02-16,SUP0028,PROD0421,WH037,448,2114.28,2026-02-21,2026-02-21,14,Road,,Net 60,RTGS
PO031701,2026-05-26,SUP0052,PROD0079,WH009,200,1757.58,2026-05-31,2026-06-09,1,Road,621.25,Net 30,RTGS
PO031702,2026-01-13,SUP0016,PROD0040,WH026,84,776.46,2026-01-27,2026-01-27,0,Sea,,Net 90,RTGS
PO031703,2024-05-02,SUP0033,PROD0092,WH022,456,15277.76,2024-05-16,2024-05-16,2,Sea,8733.2,Advance Payment,NEFT
PO031704,2025-05-27,SUP0085,PROD0048,WH021,54,1621.84,2025-06-01,2025-06-01,1,Road,458.47,Net 90,RTGS
PO031705,2024-01-28,SUP0005,PROD0261,WH048,119,5935.52,2024-02-11,2024-02-09,0,Sea,839.17,Advance Payment,Bank Transfer
PO031706,2025-04-05,SUP0111,PROD0496,WH023,212,263.64,2025-04-07,2025-04-07,5,Air,2433.38,Net 90,RTGS
PO031707,2026-01-31,SUP0045,PROD0014,WH012,160,2193.25,2026-02-05,2026-02-05,3,Road,1361.14,Net 45,NEFT
PO031708,2026-03-17,SUP0037,PROD0227,WH031,308,2664.25,2026-03-24,2026-03-22,9,Rail,3110.69,Advance Payment,RTGS
PO031709,2024-08-26,SUP0082,PROD0187,WH017,919,445.12,2024-09-09,2024-09-09,18,Sea,,Net 30,RTGS
PO031710,2025-01-08,SUP0052,PROD0166,WH040,44,141.24,2025-01-13,2025-01-22,0,Road,,Net 45,Bank Transfer
PO031711,2024-04-16,SUP0064,PROD0160,WH045,1117,85.66,2024-04-21,2024-04-21,15,Road,3500.78,Net 90,Cheque
PO031712,2025-08-12,SUP0062,PROD0451,WH021,435,32784.98,2025-08-17,2025-08-24,2,Road,2767.97,Net 60,Cheque
PO031713,2025-11-28,SUP0005,PROD0006,WH047,455,215.2,2025-12-03,2025-12-03,17,Road,1605.67,Advance Payment,Bank Transfer
PO031714,2024-02-07,SUP0112,PROD0388,WH041,109,64.61,2024-02-09,2024-02-07,4,Air,3325.66,Net 90,Cheque
PO031715,2026-04-12,SUP0107,PROD0119,WH033,1761,815.79,2026-04-17,2026-04-17,43,Road,23145.34,Net 90,Bank Transfer
PO031716,2025-05-28,SUP0011,PROD0186,WH015,311,661.58,2025-06-11,2025-06-20,8,Sea,857.89,Net 30,Bank Transfer
PO031717,2024-11-21,SUP0086,PROD0205,WH032,348,2749.39,2024-11-26,2024-11-26,13,Road,1255.47,Net 30,NEFT
PO031718,2025-10-19,SUP0087,PROD0144,WH035,334,1124.4,2025-10-26,2025-10-26,4,Rail,2062.37,Advance Payment,NEFT
PO031719,2026-03-30,SUP0090,PROD0043,WH015,148,470.35,2026-04-04,2026-04-04,4,Road,532.48,Net 90,RTGS
PO031720,2026-04-01,SUP0091,PROD0052,WH029,1782,1196.58,2026-04-06,2026-04-06,11,Road,9569.94,Net 60,Cheque
PO031721,2025-02-05,SUP0003,PROD0142,WH011,135,796.91,2025-02-10,2025-02-07,1,Road,942.69,Net 60,NEFT
PO031722,2026-07-06,SUP0051,PROD0416,WH029,1789,4928.11,2026-07-11,2026-07-11,2,Road,142585.93,Net 30,Bank Transfer
PO031723,2025-11-17,SUP0106,PROD0063,WH041,1874,241.67,2025-11-22,2025-11-22,41,Road,,Net 45,RTGS
PO031724,2024-11-27,SUP0060,PROD0369,WH022,70,4176.09,2024-12-02,2024-12-02,0,Road,972.18,Advance Payment,Bank Transfer
PO031725,2024-03-15,SUP0066,PROD0136,WH026,554,185.68,2024-03-29,2024-03-29,11,Sea,886.54,Net 45,NEFT
PO031726,2025-04-01,SUP0057,PROD0446,WH018,458,1117.79,2025-04-06,2025-04-06,13,Road,584.33,Net 90,RTGS
PO031727,2026-06-12,SUP0017,PROD0208,WH025,415,410.9,2026-06-19,2026-06-19,11,Rail,1415.84,Net 45,RTGS
PO031728,2025-09-14,SUP0003,PROD0081,WH021,1519,2222.84,2025-09-21,2025-09-21,14,Rail,4788.59,Net 60,RTGS
PO031729,2026-06-04,SUP0003,PROD0495,WH024,385,2825.49,2026-06-09,2026-06-09,3,Road,1890.4,Net 60,Bank Transfer
PO031730,2024-06-04,SUP0040,PROD0082,WH050,1630,1065.85,2024-06-18,,36,Sea,992.49,Advance Payment,Bank Transfer
PO031731,2025-07-07,SUP0080,PROD0288,WH028,1232,1349.02,2025-07-12,2025-07-19,8,Road,11765.81,Net 90,RTGS
PO031732,2026-03-17,SUP0076,PROD0288,WH003,358,1784.31,2026-03-24,2026-03-24,14,Rail,2156.16,Net 45,NEFT
PO031733,2025-10-20,SUP0063,PROD0181,WH013,94,6456.68,2025-10-25,2025-10-25,3,Road,,Net 45,Cheque
PO031734,2024-10-02,SUP0118,PROD0482,WH038,1513,416.07,2024-10-07,,21,Road,4468.16,Net 60,Cheque
PO031735,2024-03-08,SUP0051,PROD0426,WH006,447,436.69,2024-03-13,2024-03-10,14,Road,1498.98,Net 90,RTGS
PO031736,2026-07-11,SUP0001,PROD0421,WH011,198,2017.88,2026-07-16,2026-07-16,8,Road,960.99,Net 30,RTGS
PO031737,2026-04-12,SUP0051,PROD0491,WH023,1310,305.13,2026-04-19,2026-04-27,27,Rail,2671.96,Net 30,NEFT
PO031738,2025-08-25,SUP0004,PROD0225,WH009,174,2228.82,2025-08-30,2025-08-29,0,Road,1168.51,Net 30,Cheque
PO031739,2024-02-15,SUP0081,PROD0045,WH049,126,2459.03,2024-02-20,2024-02-20,2,Road,1387.74,Advance Payment,Bank Transfer
PO031740,2026-01-14,SUP0083,PROD0383,WH017,328,173.74,2026-01-19,2026-01-19,2,Road,2209.0,Advance Payment,Cheque
PO031741,2025-12-04,SUP0004,PROD0186,WH009,325,921.55,2025-12-09,2025-12-09,7,Road,771.84,Net 30,RTGS
PO031742,2026-02-05,SUP0047,PROD0088,WH019,521,275.34,2026-02-10,2026-02-10,27,Road,967.22,Net 45,Cheque
PO031743,2025-12-04,SUP0039,PROD0240,WH035,485,370.34,2025-12-09,2025-12-09,22,Road,1299.78,Advance Payment,NEFT
PO031744,2025-11-27,SUP0084,PROD0468,WH032,121,2844.64,2025-12-02,2025-12-06,1,Road,2304.62,Advance Payment,NEFT
PO031745,2026-06-05,SUP0049,PROD0081,WH028,1428,2398.89,2026-06-10,2026-06-10,1,Road,9395.55,Net 60,NEFT
PO031746,2024-11-01,SUP0057,PROD0428,WH028,100,2144.05,2024-11-06,2024-11-06,0,Road,669.96,Net 30,Bank Transfer
PO031747,2025-08-26,SUP0118,PROD0203,WH046,150,539.07,2025-08-31,2025-08-31,0,Road,1499.46,Net 60,Bank Transfer
PO031748,2025-09-02,SUP0105,PROD0063,WH015,500,254.94,2025-09-07,2025-09-06,14,Road,2481.32,Net 45,NEFT
PO031749,2025-05-01,SUP0039,PROD0427,WH019,75,315.12,2025-05-06,2025-05-06,4,Road,346.28,Advance Payment,Cheque
PO031750,2026-02-07,SUP0068,PROD0488,WH033,76,14984.61,2026-02-14,2026-02-14,0,Rail,3128.96,Net 60,NEFT
PO031751,2025-05-09,SUP0017,PROD0136,WH023,231,160.4,2025-05-14,2025-05-12,10,Road,1165.76,Net 90,NEFT
PO031752,2024-09-15,SUP0015,PROD0143,WH028,1267,1128.92,2024-09-20,2024-09-20,16,Road,3116.63,Net 60,Bank Transfer
PO031753,2025-05-30,SUP0119,PROD0189,WH004,442,2135.81,2025-06-04,2025-06-04,4,Road,675.85,Net 45,Bank Transfer
PO031754,2024-06-03,SUP0105,PROD0411,WH047,450,510.16,2024-06-08,2024-06-08,0,Road,5805.85,Net 90,RTGS
PO031755,2024-02-06,SUP0028,PROD0005,WH047,1378,653.54,2024-02-11,2024-02-08,29,Road,4139.33,Net 60,RTGS
PO031756,2025-06-18,SUP0016,PROD0105,WH031,1032,495.3,2025-06-25,,13,Rail,4648.05,Net 45,RTGS
PO031757,2024-06-03,SUP0006,PROD0350,WH035,664,25781.03,2024-06-08,2024-06-08,17,Road,12663.54,Advance Payment,Cheque
PO031758,2026-05-06,SUP0092,PROD0197,WH005,550,3760.19,2026-05-13,2026-05-13,1,Rail,1134.7,Net 90,Cheque
PO031759,2026-04-29,SUP0032,PROD0160,WH033,1263,85.75,2026-05-06,2026-05-03,42,Rail,2071.74,Net 45,Bank Transfer
PO031760,2025-05-28,SUP0081,PROD0440,WH048,1965,10871.61,2025-06-04,2025-06-04,30,Rail,42310.34,Net 30,RTGS
PO031761,2024-09-22,SUP0025,PROD0462,WH032,1000,299.53,2024-09-24,2024-09-24,20,Air,6899.04,Net 90,Cheque
PO031762,2026-07-28,SUP0039,PROD0481,WH048,1805,582.39,2026-08-02,2026-08-12,15,Road,11434.65,Net 45,Cheque
PO031763,2025-09-01,SUP0017,PROD0129,WH048,308,116.37,2025-09-06,2025-09-11,4,Road,2030.3,Net 90,Bank Transfer
PO031764,2024-12-11,SUP0046,PROD0460,WH015,104,107.61,2024-12-16,2024-12-25,2,Road,879.94,Net 90,Bank Transfer
PO031765,2025-06-22,SUP0079,PROD0367,WH037,1647,1202.31,2025-06-27,2025-07-06,6,Road,3489.13,Advance Payment,Cheque
PO031766,2025-05-15,SUP0116,PROD0070,WH034,102,554.55,2025-05-20,2025-05-20,0,Road,1215.76,Net 30,RTGS
PO031767,2024-10-19,SUP0053,PROD0305,WH040,958,3555.62,2024-10-24,2024-10-24,5,Road,7222.48,Net 45,Bank Transfer
PO031768,2024-10-11,SUP0114,PROD0009,WH047,1687,881.59,2024-10-18,2024-10-18,16,Rail,4538.43,Advance Payment,Bank Transfer
PO031769,2024-07-23,SUP0051,PROD0350,WH009,1919,20442.78,2024-07-30,,67,Rail,23468.02,Net 45,Bank Transfer
PO031770,2024-05-15,SUP0018,PROD0365,WH041,70,289.1,2024-05-20,2024-05-20,2,Road,637.84,Net 60,Cheque
PO031771,2026-06-11,SUP0110,PROD0398,WH035,1788,36590.31,2026-06-16,2026-06-16,11,Road,141675.05,Net 45,Bank Transfer
PO031772,2026-05-05,SUP0020,PROD0081,WH047,726,2359.38,2026-05-07,2026-05-07,21,Air,24785.1,Net 60,RTGS
PO031773,2024-11-11,SUP0087,PROD0313,WH024,287,461.65,2024-11-18,2024-11-18,0,Rail,1084.82,Net 60,Bank Transfer
PO031774,2024-05-07,SUP0005,PROD0082,WH018,872,806.8,2024-05-12,2024-05-09,17,Road,1415.91,Net 60,NEFT
PO031775,2024-12-14,SUP0062,PROD0480,WH017,161,873.31,2024-12-21,2024-12-19,0,Rail,825.33,Advance Payment,Bank Transfer
PO031776,2025-03-24,SUP0103,PROD0335,WH001,601,1324.58,2025-03-29,2025-03-29,17,Road,8301.4,Net 90,Cheque
PO031777,2026-04-24,SUP0012,PROD0044,WH011,323,11240.24,2026-04-29,2026-04-29,7,Road,12795.32,Net 45,RTGS
PO031778,2025-11-24,SUP0081,PROD0088,WH033,499,309.63,2025-11-29,2025-11-29,6,Road,1109.53,Net 60,Bank Transfer
PO031779,2025-06-20,SUP0030,PROD0331,WH006,58,3088.34,2025-06-25,2025-06-25,0,Road,889.89,Net 45,Cheque
PO031780,2024-08-16,SUP0083,PROD0237,WH029,1233,117.53,2024-08-21,2024-08-21,0,Road,6870.67,Net 90,RTGS
PO031781,2025-10-08,SUP0096,PROD0367,WH044,1301,1653.82,2025-10-13,2025-10-12,32,Road,2713.64,Advance Payment,Bank Transfer
PO031782,2026-02-28,SUP0016,PROD0132,WH020,222,827.71,2026-03-05,2026-03-07,5,Road,738.96,Net 60,RTGS
PO031783,2024-12-18,SUP0002,PROD0326,WH018,796,23985.96,2024-12-23,2024-12-23,15,Road,39299.92,Net 45,Cheque
PO031784,2026-05-28,SUP0076,PROD0082,WH014,1145,810.29,2026-06-02,2026-06-07,12,Road,1723.33,Net 90,RTGS
PO031785,2024-01-15,SUP0113,PROD0271,WH045,449,45053.05,2024-01-17,2024-01-17,11,Air,3250.11,Net 60,Cheque
PO031786,2026-06-17,SUP0117,PROD0483,WH043,1467,3429.32,2026-06-19,2026-06-19,23,Air,64513.26,Net 45,Bank Transfer
PO031787,2024-07-01,SUP0003,PROD0313,WH020,407,454.7,2024-07-06,2024-07-03,12,Road,852.62,Advance Payment,NEFT
PO031788,2025-09-28,SUP0008,PROD0023,WH018,71,177.15,2025-10-03,2025-10-01,2,Road,819.05,Net 60,RTGS
PO031789,2024-05-15,SUP0037,PROD0497,WH027,142,3544.9,2024-05-20,2024-05-20,5,Road,2204.19,Net 90,NEFT
PO031790,2024-09-11,SUP0053,PROD0071,WH018,268,2016.63,2024-09-16,2024-09-16,2,Road,1344.45,Advance Payment,NEFT
PO031791,2026-01-12,SUP0055,PROD0354,WH017,290,1158.51,2026-01-14,2026-01-14,8,Air,3622.19,Net 45,NEFT
PO031792,2024-10-30,SUP0088,PROD0265,WH025,391,2500.42,2024-11-01,2024-11-01,3,Air,8159.21,Advance Payment,NEFT
PO031793,2025-03-24,SUP0049,PROD0139,WH005,36,1351.33,2025-03-31,2025-03-31,1,Rail,590.11,Net 30,NEFT
PO031794,2025-04-04,SUP0117,PROD0082,WH006,1420,1108.18,2025-04-06,2025-04-06,28,Air,6754.52,Net 90,NEFT
PO031795,2025-08-29,SUP0089,PROD0082,WH040,652,1079.44,2025-09-03,2025-09-07,25,Road,1483.36,Advance Payment,Cheque
PO031796,2025-08-26,SUP0059,PROD0434,WH036,1363,12281.72,2025-08-31,2025-08-30,10,Road,114480.87,Net 30,RTGS
PO031797,2026-04-30,SUP0060,PROD0440,WH033,1445,9302.06,2026-05-14,,4,Sea,22945.16,Net 60,RTGS
PO031798,2026-04-29,SUP0089,PROD0229,WH015,439,3235.58,2026-05-04,2026-05-04,15,Road,3497.09,Net 60,RTGS
PO031799,2025-11-22,SUP0078,PROD0049,WH039,284,2435.38,2025-11-24,2025-11-24,7,Air,7838.2,Net 60,Bank Transfer
PO031800,2025-04-05,SUP0119,PROD0446,WH016,413,1271.92,2025-04-19,2025-04-19,7,Sea,402.63,Net 30,RTGS
PO031801,2025-01-08,SUP0046,PROD0242,WH038,962,7793.65,2025-01-13,2025-01-13,30,Road,4400.59,Advance Payment,RTGS
PO031802,2026-03-16,SUP0100,PROD0216,WH039,109,1189.96,2026-03-30,2026-03-30,0,Sea,1093.41,Net 30,NEFT
PO031803,2025-02-09,SUP0063,PROD0197,WH024,439,4924.6,2025-02-14,2025-02-19,16,Road,1109.38,Net 60,Bank Transfer
PO031804,2025-03-16,SUP0079,PROD0177,WH021,28,2781.35,2025-03-21,2025-03-21,0,Road,,Net 90,Cheque
PO031805,2025-09-30,SUP0032,PROD0263,WH038,1251,3579.81,2025-10-07,2025-10-07,15,Rail,11840.31,Net 30,RTGS
PO031806,2024-08-20,SUP0066,PROD0302,WH013,476,2496.22,2024-08-25,2024-09-01,1,Road,1747.73,Net 30,Cheque
PO031807,2025-09-08,SUP0085,PROD0229,WH029,478,2433.67,2025-09-13,2025-09-13,3,Road,3156.95,Net 30,NEFT
PO031808,2025-06-08,SUP0004,PROD0453,WH034,374,228.46,2025-06-13,,3,Road,3031.42,Net 60,RTGS
PO031809,2025-11-06,SUP0029,PROD0153,WH005,60,1949.33,2025-11-13,2025-11-13,1,Rail,812.14,Advance Payment,Bank Transfer
PO031810,2024-11-05,SUP0049,PROD0291,WH003,1928,157.76,2024-11-07,2024-11-16,42,Air,,Net 30,RTGS
PO031811,2024-04-14,SUP0093,PROD0143,WH021,982,1017.34,2024-04-21,2024-04-21,14,Rail,1216.99,Net 60,Bank Transfer
PO031812,2024-10-29,SUP0023,PROD0378,WH009,345,1969.61,2024-11-03,2024-11-03,9,Road,2923.29,Net 30,Bank Transfer
PO031813,2024-11-21,SUP0003,PROD0048,WH003,92,1229.43,2024-11-23,2024-11-23,0,Air,1550.99,Net 45,RTGS
PO031814,2024-11-23,SUP0054,PROD0088,WH044,916,348.22,2024-11-25,2024-11-25,37,Air,,Advance Payment,Cheque
PO031815,2024-03-28,SUP0021,PROD0405,WH030,71,2113.64,2024-04-02,2024-04-10,0,Road,817.88,Net 90,RTGS
PO031816,2026-05-18,SUP0080,PROD0085,WH003,73,3010.5,2026-05-20,2026-05-20,0,Air,1706.38,Net 60,Cheque
PO031817,2025-12-20,SUP0044,PROD0312,WH049,366,2264.09,2025-12-22,2025-12-22,0,Air,3882.11,Net 60,Cheque
PO031818,2025-12-23,SUP0020,PROD0488,WH047,99,16045.75,2025-12-28,2025-12-28,1,Road,6920.62,Net 30,Cheque
PO031819,2025-05-26,SUP0099,PROD0263,WH049,1478,3600.61,2025-05-28,2025-05-28,17,Air,142203.03,Net 60,Bank Transfer
PO031820,2024-10-20,SUP0057,PROD0088,WH039,295,337.12,2024-10-25,2024-10-25,7,Road,778.17,Net 90,NEFT
PO031821,2025-09-20,SUP0069,PROD0156,WH041,136,275.69,2025-09-25,2025-09-25,4,Road,591.66,Net 90,Cheque
PO031822,2024-12-31,SUP0112,PROD0416,WH050,1622,6141.88,2025-01-05,2025-01-05,21,Road,97603.01,Net 90,RTGS
PO031823,2025-11-18,SUP0090,PROD0174,WH034,636,1802.58,2025-11-23,2025-11-23,8,Road,1086.92,Net 30,Cheque
PO031824,2025-12-07,SUP0071,PROD0357,WH017,135,2583.72,2025-12-09,2025-12-09,2,Air,9185.25,Net 45,Cheque
PO031825,2024-10-04,SUP0052,PROD0391,WH014,270,895.99,2024-10-11,2024-10-11,9,Rail,552.39,Net 60,Bank Transfer
PO031826,2026-07-06,SUP0080,PROD0247,WH049,1916,1441.11,2026-07-11,2026-07-11,0,Road,3597.87,Net 90,Bank Transfer
PO031827,2024-03-27,SUP0017,PROD0395,WH011,143,2900.0,2024-03-29,2024-04-04,3,Air,4514.27,Net 30,RTGS
PO031828,2024-01-01,SUP0066,PROD0152,WH001,86,23511.55,2024-01-03,2024-01-03,1,Air,17181.65,Advance Payment,NEFT
PO031829,2024-08-01,SUP0012,PROD0257,WH001,28,441.55,2024-08-06,2024-08-04,0,Road,668.26,Net 60,Bank Transfer
PO031830,2024-07-09,SUP0058,PROD0343,WH015,217,48448.44,2024-07-14,2024-07-14,4,Road,1481.04,Net 60,Bank Transfer
PO031831,2024-04-29,SUP0077,PROD0079,WH002,383,2419.47,2024-05-04,2024-05-04,7,Road,1552.91,Net 30,RTGS
PO031832,2026-03-20,SUP0005,PROD0129,WH012,299,90.53,2026-03-27,2026-03-27,9,Rail,925.21,Net 90,NEFT
PO031833,2025-09-13,SUP0080,PROD0324,WH045,388,1076.28,2025-09-27,2025-09-26,3,Sea,1356.57,Advance Payment,Bank Transfer
PO031834,2024-07-13,SUP0092,PROD0326,WH042,1572,19832.3,2024-07-18,2024-07-18,28,Road,63098.48,Net 90,Cheque
PO031835,2025-10-03,SUP0072,PROD0244,WH002,131,797.08,2025-10-08,2025-10-15,0,Road,903.21,Net 90,RTGS
PO031836,2024-07-07,SUP0056,PROD0401,WH023,1087,402.31,2024-07-14,2024-07-14,15,Rail,1744.5,Net 30,Cheque
PO031837,2026-05-20,SUP0092,PROD0239,WH034,263,232.5,2026-05-25,2026-05-27,5,Road,2446.99,Net 60,Cheque
PO031838,2025-01-18,SUP0046,PROD0444,WH017,247,1758.22,2025-01-23,2025-01-22,1,Road,1423.99,Net 60,Bank Transfer
PO031839,2025-07-26,SUP0072,PROD0367,WH041,278,1653.14,2025-07-31,2025-08-08,1,Road,988.95,Net 60,NEFT
PO031840,2025-10-11,SUP0093,PROD0151,WH014,58,1826.15,2025-10-13,2025-10-13,1,Air,1564.67,Net 90,Bank Transfer
PO031841,2025-07-01,SUP0018,PROD0190,WH011,347,684.33,2025-07-15,2025-07-15,0,Sea,,Advance Payment,RTGS
PO031842,2026-05-20,SUP0116,PROD0334,WH020,1766,756.06,2026-06-03,2026-06-03,27,Sea,1535.99,Net 45,Cheque
PO031843,2025-07-22,SUP0044,PROD0451,WH044,227,33431.99,2025-07-27,2025-07-27,1,Road,1544.85,Net 45,NEFT
